ATC_Code,ATC_Name,ATC_L4_Code,ATC_L4_Name,ATC_L3_Code,ATC_L3_Name,ATC_L2_Code,ATC_L2_Name,ATC_L1_Code,ATC_L1_Name
S01EC05,methazolamide,S01EC,Carbonic anhydrase inhibitors,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EC54,"brinzolamide, combinations",S01EC,Carbonic anhydrase inhibitors,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01ED01,timolol,S01ED,Beta blocking agents,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01ED02,betaxolol,S01ED,Beta blocking agents,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01ED03,levobunolol,S01ED,Beta blocking agents,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01ED04,metipranolol,S01ED,Beta blocking agents,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01ED05,carteolol,S01ED,Beta blocking agents,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01ED06,befunolol,S01ED,Beta blocking agents,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01ED51,"timolol, combinations",S01ED,Beta blocking agents,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01ED52,"betaxolol, combinations",S01ED,Beta blocking agents,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01ED54,"metipranolol, combinations",S01ED,Beta blocking agents,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01ED55,"carteolol, combinations",S01ED,Beta blocking agents,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EE01,latanoprost,S01EE,Prostaglandin analogues,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EE02,unoprostone,S01EE,Prostaglandin analogues,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EE03,bimatoprost,S01EE,Prostaglandin analogues,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EE04,travoprost,S01EE,Prostaglandin analogues,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EE05,tafluprost,S01EE,Prostaglandin analogues,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EE06,latanoprostene bunod,S01EE,Prostaglandin analogues,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EE51,latanoprost and netarsudil,S01EE,Prostaglandin analogues,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EX01,guanethidine,S01EX,Other antiglaucoma preparations,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EX02,dapiprazole,S01EX,Other antiglaucoma preparations,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EX05,netarsudil,S01EX,Other antiglaucoma preparations,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EX06,omidenepag,S01EX,Other antiglaucoma preparations,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01EX07,ripasudil,S01EX,Other antiglaucoma preparations,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01FA01,atropine,S01FA,Anticholinergics,S01F,MYDRIATICS AND CYCLOPLEGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01FA02,scopolamine,S01FA,Anticholinergics,S01F,MYDRIATICS AND CYCLOPLEGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01FA03,methylscopolamine,S01FA,Anticholinergics,S01F,MYDRIATICS AND CYCLOPLEGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01FA04,cyclopentolate,S01FA,Anticholinergics,S01F,MYDRIATICS AND CYCLOPLEGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01FA05,homatropine,S01FA,Anticholinergics,S01F,MYDRIATICS AND CYCLOPLEGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01FA06,tropicamide,S01FA,Anticholinergics,S01F,MYDRIATICS AND CYCLOPLEGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01FA54,"cyclopentolate, combinations",S01FA,Anticholinergics,S01F,MYDRIATICS AND CYCLOPLEGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01FA56,"tropicamide, combinations",S01FA,Anticholinergics,S01F,MYDRIATICS AND CYCLOPLEGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01FB01,phenylephrine,S01FB,Sympathomimetics excl. antiglaucoma preparations,S01F,MYDRIATICS AND CYCLOPLEGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01FB02,ephedrine,S01FB,Sympathomimetics excl. antiglaucoma preparations,S01F,MYDRIATICS AND CYCLOPLEGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01FB03,ibopamine,S01FB,Sympathomimetics excl. antiglaucoma preparations,S01F,MYDRIATICS AND CYCLOPLEGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01FB51,phenylephrine and ketorolac,S01FB,Sympathomimetics excl. antiglaucoma preparations,S01F,MYDRIATICS AND CYCLOPLEGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GA01,naphazoline,S01GA,Sympathomimetics used as decongestants,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GA02,tetryzoline,S01GA,Sympathomimetics used as decongestants,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GA03,xylometazoline,S01GA,Sympathomimetics used as decongestants,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GA04,oxymetazoline,S01GA,Sympathomimetics used as decongestants,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GA05,phenylephrine,S01GA,Sympathomimetics used as decongestants,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GA06,oxedrine,S01GA,Sympathomimetics used as decongestants,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GA07,brimonidine,S01GA,Sympathomimetics used as decongestants,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GA51,"naphazoline, combinations",S01GA,Sympathomimetics used as decongestants,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GA52,"tetryzoline, combinations",S01GA,Sympathomimetics used as decongestants,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GA53,"xylometazoline, combinations",S01GA,Sympathomimetics used as decongestants,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GA55,"phenylephrine, combinations",S01GA,Sympathomimetics used as decongestants,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GA56,"oxedrine, combinations",S01GA,Sympathomimetics used as decongestants,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX01,cromoglicic acid,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX02,levocabastine,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX03,spaglumic acid,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX04,nedocromil,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX05,lodoxamide,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX06,emedastine,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX07,azelastine,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX08,ketotifen,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX09,olopatadine,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX10,epinastine,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX11,alcaftadine,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX12,cetirizine,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX13,bilastine,S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01GX51,"cromoglicic acid, combinations",S01GX,Other antiallergics,S01G,DECONGESTANTS AND ANTIALLERGICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01HA01,cocaine,S01HA,Local anesthetics,S01H,LOCAL ANESTHETICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01HA02,oxybuprocaine,S01HA,Local anesthetics,S01H,LOCAL ANESTHETICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01HA03,tetracaine,S01HA,Local anesthetics,S01H,LOCAL ANESTHETICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01HA04,proxymetacaine,S01HA,Local anesthetics,S01H,LOCAL ANESTHETICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01HA05,procaine,S01HA,Local anesthetics,S01H,LOCAL ANESTHETICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01HA06,cinchocaine,S01HA,Local anesthetics,S01H,LOCAL ANESTHETICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01HA07,lidocaine,S01HA,Local anesthetics,S01H,LOCAL ANESTHETICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01HA08,chloroprocaine,S01HA,Local anesthetics,S01H,LOCAL ANESTHETICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01HA30,combinations,S01HA,Local anesthetics,S01H,LOCAL ANESTHETICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01JA01,fluorescein,S01JA,Colouring agents,S01J,DIAGNOSTIC AGENTS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01JA02,rose bengal sodium,S01JA,Colouring agents,S01J,DIAGNOSTIC AGENTS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01JA51,"fluorescein, combinations",S01JA,Colouring agents,S01J,DIAGNOSTIC AGENTS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01KA01,hyaluronic acid,S01KA,Viscoelastic substances,S01K,SURGICAL AIDS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01KA02,hypromellose,S01KA,Viscoelastic substances,S01K,SURGICAL AIDS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01KA51,"hyaluronic acid, combinations",S01KA,Viscoelastic substances,S01K,SURGICAL AIDS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01KX01,chymotrypsin,S01KX,Other surgical aids,S01K,SURGICAL AIDS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01KX02,trypan blue,S01KX,Other surgical aids,S01K,SURGICAL AIDS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01LA01,verteporfin,S01LA,Antineovascularisation agents,S01L,OCULAR VASCULAR DISORDER AGENTS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01LA02,anecortave,S01LA,Antineovascularisation agents,S01L,OCULAR VASCULAR DISORDER AGENTS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01LA03,pegaptanib,S01LA,Antineovascularisation agents,S01L,OCULAR VASCULAR DISORDER AGENTS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01LA04,ranibizumab,S01LA,Antineovascularisation agents,S01L,OCULAR VASCULAR DISORDER AGENTS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01LA05,aflibercept,S01LA,Antineovascularisation agents,S01L,OCULAR VASCULAR DISORDER AGENTS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01LA06,brolucizumab,S01LA,Antineovascularisation agents,S01L,OCULAR VASCULAR DISORDER AGENTS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01LA07,abicipar pegol,S01LA,Antineovascularisation agents,S01L,OCULAR VASCULAR DISORDER AGENTS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01LA08,bevacizumab,S01LA,Antineovascularisation agents,S01L,OCULAR VASCULAR DISORDER AGENTS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01LA09,faricimab,S01LA,Antineovascularisation agents,S01L,OCULAR VASCULAR DISORDER AGENTS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA01,guaiazulen,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA02,retinol,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA03,"sodium chloride, hypertonic",S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA04,potassium iodide,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA05,sodium edetate,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA06,ethylmorphine,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA07,alum,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA08,acetylcysteine,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA09,iodoheparinate,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA10,inosine,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA11,nandrolone,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA12,dexpanthenol,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA13,alteplase,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA14,heparin,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA15,ascorbic acid,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA18,ciclosporin,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA19,"limbal stem cells, autologous",S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA20,artificial tears and other indifferent preparations,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA21,mercaptamine,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA22,ocriplasmin,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA23,sirolimus,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA24,cenegermin,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA25,lifitegrast,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA26,riboflavin,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA27,voretigene neparvovec,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA28,varenicline,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA29,sepofarsen,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S01XA31,pegcetacoplan,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
S02AA01,chloramphenicol,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA02,nitrofural,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA03,boric acid,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA04,aluminium acetotartrate,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA05,clioquinol,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA06,hydrogen peroxide,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA07,neomycin,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA08,tetracycline,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA09,chlorhexidine,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA10,acetic acid,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA11,polymyxin B,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA12,rifamycin,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA13,miconazole,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA14,gentamicin,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA15,ciprofloxacin,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA16,ofloxacin,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA17,fosfomycin,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA18,cefmenoxime,S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02AA30,"antiinfectives, combinations",S02AA,Antiinfectives,S02A,ANTIINFECTIVES,S02,OTOLOGICALS,S,SENSORY ORGANS
S02BA01,hydrocortisone,S02BA,Corticosteroids,S02B,CORTICOSTEROIDS,S02,OTOLOGICALS,S,SENSORY ORGANS
S02BA03,prednisolone,S02BA,Corticosteroids,S02B,CORTICOSTEROIDS,S02,OTOLOGICALS,S,SENSORY ORGANS
S02BA06,dexamethasone,S02BA,Corticosteroids,S02B,CORTICOSTEROIDS,S02,OTOLOGICALS,S,SENSORY ORGANS
S02BA07,betamethasone,S02BA,Corticosteroids,S02B,CORTICOSTEROIDS,S02,OTOLOGICALS,S,SENSORY ORGANS
S02BA08,fluocinolone acetonide,S02BA,Corticosteroids,S02B,CORTICOSTEROIDS,S02,OTOLOGICALS,S,SENSORY ORGANS
S02CA01,prednisolone and antiinfectives,S02CA,Corticosteroids and antiinfectives in combination,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02,OTOLOGICALS,S,SENSORY ORGANS
S02CA02,flumetasone and antiinfectives,S02CA,Corticosteroids and antiinfectives in combination,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02,OTOLOGICALS,S,SENSORY ORGANS
S02CA03,hydrocortisone and antiinfectives,S02CA,Corticosteroids and antiinfectives in combination,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02,OTOLOGICALS,S,SENSORY ORGANS
S02CA04,triamcinolone and antiinfectives,S02CA,Corticosteroids and antiinfectives in combination,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02,OTOLOGICALS,S,SENSORY ORGANS
S02CA05,fluocinolone acetonide and antiinfectives,S02CA,Corticosteroids and antiinfectives in combination,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02,OTOLOGICALS,S,SENSORY ORGANS
S02CA06,dexamethasone and antiinfectives,S02CA,Corticosteroids and antiinfectives in combination,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02,OTOLOGICALS,S,SENSORY ORGANS
S02CA07,fludrocortisone and antiinfectives,S02CA,Corticosteroids and antiinfectives in combination,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02,OTOLOGICALS,S,SENSORY ORGANS
S02DA01,lidocaine,S02DA,Analgesics and anesthetics,S02D,OTHER OTOLOGICALS,S02,OTOLOGICALS,S,SENSORY ORGANS
S02DA02,cocaine,S02DA,Analgesics and anesthetics,S02D,OTHER OTOLOGICALS,S02,OTOLOGICALS,S,SENSORY ORGANS
S02DA03,phenazone,S02DA,Analgesics and anesthetics,S02D,OTHER OTOLOGICALS,S02,OTOLOGICALS,S,SENSORY ORGANS
S02DA04,cinchocaine,S02DA,Analgesics and anesthetics,S02D,OTHER OTOLOGICALS,S02,OTOLOGICALS,S,SENSORY ORGANS
S02DA30,combinations,S02DA,Analgesics and anesthetics,S02D,OTHER OTOLOGICALS,S02,OTOLOGICALS,S,SENSORY ORGANS
S03AA01,neomycin,S03AA,Antiinfectives,S03A,ANTIINFECTIVES,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,SENSORY ORGANS
S03AA02,tetracycline,S03AA,Antiinfectives,S03A,ANTIINFECTIVES,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,SENSORY ORGANS
S03AA03,polymyxin B,S03AA,Antiinfectives,S03A,ANTIINFECTIVES,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,SENSORY ORGANS
S03AA04,chlorhexidine,S03AA,Antiinfectives,S03A,ANTIINFECTIVES,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,SENSORY ORGANS
S03AA05,hexamidine,S03AA,Antiinfectives,S03A,ANTIINFECTIVES,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,SENSORY ORGANS
S03AA06,gentamicin,S03AA,Antiinfectives,S03A,ANTIINFECTIVES,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,SENSORY ORGANS
S03AA07,ciprofloxacin,S03AA,Antiinfectives,S03A,ANTIINFECTIVES,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,SENSORY ORGANS
S03AA08,chloramphenicol,S03AA,Antiinfectives,S03A,ANTIINFECTIVES,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,SENSORY ORGANS
S03AA30,"antiinfectives, combinations",S03AA,Antiinfectives,S03A,ANTIINFECTIVES,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,SENSORY ORGANS
S03BA01,dexamethasone,S03BA,Corticosteroids,S03B,CORTICOSTEROIDS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,SENSORY ORGANS
S03BA02,prednisolone,S03BA,Corticosteroids,S03B,CORTICOSTEROIDS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,SENSORY ORGANS
S03BA03,betamethasone,S03BA,Corticosteroids,S03B,CORTICOSTEROIDS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,SENSORY ORGANS
