ATC_Code,ATC_Name,ATC_L4_Code,ATC_L4_Name,ATC_L3_Code,ATC_L3_Name,ATC_L2_Code,ATC_L2_Name,ATC_L1_Code,ATC_L1_Name
D08AG04,diiodohydroxypropane,D08AG,Iodine products,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AH01,dequalinium,D08AH,Quinoline derivatives,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AH02,chlorquinaldol,D08AH,Quinoline derivatives,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AH03,oxyquinoline,D08AH,Quinoline derivatives,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AH30,clioquinol,D08AH,Quinoline derivatives,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AJ01,benzalkonium,D08AJ,Quaternary ammonium compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AJ02,cetrimonium,D08AJ,Quaternary ammonium compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AJ03,cetylpyridinium,D08AJ,Quaternary ammonium compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AJ04,cetrimide,D08AJ,Quaternary ammonium compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AJ05,benzoxonium chloride,D08AJ,Quaternary ammonium compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AJ06,didecyldimethylammonium chloride,D08AJ,Quaternary ammonium compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AJ08,benzethonium chloride,D08AJ,Quaternary ammonium compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AJ10,decamethoxine,D08AJ,Quaternary ammonium compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AJ57,"octenidine, combinations",D08AJ,Quaternary ammonium compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AJ58,"benzethonium chloride, combinations",D08AJ,Quaternary ammonium compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AJ59,"dodeclonium bromide, combinations",D08AJ,Quaternary ammonium compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AK01,mercuric amidochloride,D08AK,Mercurial products,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AK02,phenylmercuric borate,D08AK,Mercurial products,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AK03,mercuric chloride,D08AK,Mercurial products,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AK04,merbromin,D08AK,Mercurial products,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AK05,"mercury, metallic",D08AK,Mercurial products,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AK06,thiomersal,D08AK,Mercurial products,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AK30,mercuric iodide,D08AK,Mercurial products,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AL01,silver nitrate,D08AL,Silver compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AL30,silver,D08AL,Silver compounds,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AX01,hydrogen peroxide,D08AX,Other antiseptics and disinfectants,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AX02,eosin,D08AX,Other antiseptics and disinfectants,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AX03,propanol,D08AX,Other antiseptics and disinfectants,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AX04,tosylchloramide sodium,D08AX,Other antiseptics and disinfectants,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AX05,isopropanol,D08AX,Other antiseptics and disinfectants,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AX06,potassium permanganate,D08AX,Other antiseptics and disinfectants,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AX07,sodium hypochlorite,D08AX,Other antiseptics and disinfectants,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AX08,ethanol,D08AX,Other antiseptics and disinfectants,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D08AX53,"propanol, combinations",D08AX,Other antiseptics and disinfectants,D08A,ANTISEPTICS AND DISINFECTANTS,D08,ANTISEPTICS AND DISINFECTANTS,D,DERMATOLOGICALS
D09AA01,framycetin,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AA02,fusidic acid,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AA03,nitrofural,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AA04,phenylmercuric nitrate,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AA05,benzododecinium,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AA06,triclosan,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AA07,cetylpyridinium,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AA08,aluminium chlorohydrate,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AA09,povidone-iodine,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AA10,clioquinol,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AA11,benzalkonium,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AA12,chlorhexidine,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AA13,iodoform,D09AA,Medicated dressings with antiinfectives,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AB01,zinc bandage without supplements,D09AB,Zinc bandages,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D09AB02,zinc bandage with supplements,D09AB,Zinc bandages,D09A,MEDICATED DRESSINGS,D09,MEDICATED DRESSINGS,D,DERMATOLOGICALS
D10AA01,fluorometholone,D10AA,"Corticosteroids, combinations for treatment of acne",D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AA02,methylprednisolone,D10AA,"Corticosteroids, combinations for treatment of acne",D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AA03,dexamethasone,D10AA,"Corticosteroids, combinations for treatment of acne",D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AB01,bithionol,D10AB,Preparations containing sulfur,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AB02,sulfur,D10AB,Preparations containing sulfur,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AB03,tioxolone,D10AB,Preparations containing sulfur,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AB05,mesulfen,D10AB,Preparations containing sulfur,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AD01,tretinoin,D10AD,Retinoids for topical use in acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AD02,retinol,D10AD,Retinoids for topical use in acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AD03,adapalene,D10AD,Retinoids for topical use in acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AD04,isotretinoin,D10AD,Retinoids for topical use in acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AD05,motretinide,D10AD,Retinoids for topical use in acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AD06,trifarotene,D10AD,Retinoids for topical use in acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AD51,"tretinoin, combinations",D10AD,Retinoids for topical use in acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AD53,"adapalene, combinations",D10AD,Retinoids for topical use in acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AD54,"isotretinoin, combinations",D10AD,Retinoids for topical use in acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AE01,benzoyl peroxide,D10AE,Peroxides,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AE51,"benzoyl peroxide, combinations",D10AE,Peroxides,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AF01,clindamycin,D10AF,Antiinfectives for treatment of acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AF02,erythromycin,D10AF,Antiinfectives for treatment of acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AF03,chloramphenicol,D10AF,Antiinfectives for treatment of acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AF04,meclocycline,D10AF,Antiinfectives for treatment of acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AF05,nadifloxacin,D10AF,Antiinfectives for treatment of acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AF06,sulfacetamide,D10AF,Antiinfectives for treatment of acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AF07,minocycline,D10AF,Antiinfectives for treatment of acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AF51,"clindamycin, combinations",D10AF,Antiinfectives for treatment of acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AF52,"erythromycin, combinations",D10AF,Antiinfectives for treatment of acne,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AX01,aluminium chloride,D10AX,Other anti-acne preparations for topical use,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AX02,resorcinol,D10AX,Other anti-acne preparations for topical use,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AX03,azelaic acid,D10AX,Other anti-acne preparations for topical use,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AX04,aluminium oxide,D10AX,Other anti-acne preparations for topical use,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AX05,dapsone,D10AX,Other anti-acne preparations for topical use,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AX06,clascoterone,D10AX,Other anti-acne preparations for topical use,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10AX30,various combinations,D10AX,Other anti-acne preparations for topical use,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10BA01,isotretinoin,D10BA,Retinoids for treatment of acne,D10B,ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D10BX01,ichtasol,D10BX,Other anti-acne preparations for systemic use,D10B,ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE,D10,ANTI-ACNE PREPARATIONS,D,DERMATOLOGICALS
D11AA01,glycopyrronium,D11AA,Antihidrotics,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AC01,cetrimide,D11AC,Medicated shampoos,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AC02,cadmium compounds,D11AC,Medicated shampoos,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AC03,selenium compounds,D11AC,Medicated shampoos,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AC06,povidone-iodine,D11AC,Medicated shampoos,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AC08,sulfur compounds,D11AC,Medicated shampoos,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AC09,xenysalate,D11AC,Medicated shampoos,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AC30,others,D11AC,Medicated shampoos,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AE01,metandienone,D11AE,Androgens for topical use,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AH01,tacrolimus,D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AH02,pimecrolimus,D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AH03,cromoglicic acid,D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AH04,alitretinoin,D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AH05,dupilumab,D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AH06,crisaborole,D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AH07,tralokinumab,D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AH08,abrocitinib,D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AH09,ruxolitinib,D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AH10,lebrikizumab,D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AH11,delgocitinib,D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AH12,nemolizumab,D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX01,minoxidil,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX02,gamolenic acid,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX03,calcium gluconate,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX04,lithium succinate,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX05,magnesium sulfate,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX06,mequinol,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX08,tiratricol,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX09,oxaceprol,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX10,finasteride,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX11,hydroquinone,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX12,pyrithione zinc,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX13,monobenzone,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX16,eflornithine,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX18,diclofenac,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX21,brimonidine,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX22,ivermectin,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX23,aminobenzoate potassium,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX24,deoxycholic acid,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX25,hydrogen peroxide,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX26,caffeine,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX27,oxymetazoline,D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX52,"gamolenic acid, combinations",D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
D11AX57,"collagen, combinations",D11AX,Other dermatologicals,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D,DERMATOLOGICALS
G01AA01,nystatin,G01AA,Antibiotics,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,GENITO URINARY SYSTEM AND SEX HORMONES
G01AA02,natamycin,G01AA,Antibiotics,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,GENITO URINARY SYSTEM AND SEX HORMONES
G01AA03,amphotericin B,G01AA,Antibiotics,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,GENITO URINARY SYSTEM AND SEX HORMONES
G01AA04,candicidin,G01AA,Antibiotics,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,GENITO URINARY SYSTEM AND SEX HORMONES
G01AA05,chloramphenicol,G01AA,Antibiotics,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,GENITO URINARY SYSTEM AND SEX HORMONES
G01AA06,hachimycin,G01AA,Antibiotics,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,GENITO URINARY SYSTEM AND SEX HORMONES
G01AA07,oxytetracycline,G01AA,Antibiotics,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,GENITO URINARY SYSTEM AND SEX HORMONES
G01AA08,carfecillin,G01AA,Antibiotics,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,GENITO URINARY SYSTEM AND SEX HORMONES
